account,date,fraud,merchant
A197,18/01/2015,FALSE,M95
A197,18/01/2015,FALSE,M88
A198,18/01/2015,FALSE,M72
A198,18/01/2015,FALSE,M71
A198,18/01/2015,FALSE,M99
A198,18/01/2015,FALSE,M75
A198,18/01/2015,FALSE,M40
A198,18/01/2015,FALSE,M68
A198,18/01/2015,FALSE,M27
A199,18/01/2015,FALSE,M48
A199,18/01/2015,FALSE,M14
A200,18/01/2015,FALSE,M32
A200,18/01/2015,FALSE,M75
A200,18/01/2015,FALSE,M58
A200,18/01/2015,FALSE,M82
A201,18/01/2015,FALSE,M79
A201,18/01/2015,FALSE,M34
A201,18/01/2015,FALSE,M57
A202,18/01/2015,FALSE,M3
A202,18/01/2015,FALSE,M8
A203,18/01/2015,FALSE,M20
A203,18/01/2015,FALSE,M65
A203,18/01/2015,FALSE,M47
A204,18/01/2015,FALSE,M2
A204,18/01/2015,FALSE,M9
A204,18/01/2015,TRUE,M51
A204,18/01/2015,FALSE,M46
A205,18/01/2015,FALSE,M2
A205,18/01/2015,FALSE,M38
A205,18/01/2015,FALSE,M82
A205,18/01/2015,FALSE,M84
A206,18/01/2015,FALSE,M24
A206,18/01/2015,FALSE,M20
A206,18/01/2015,FALSE,M28
A206,18/01/2015,FALSE,M0
A206,18/01/2015,FALSE,M45
A206,18/01/2015,FALSE,M86
A207,18/01/2015,FALSE,M74
A207,18/01/2015,FALSE,M68
A207,18/01/2015,FALSE,M51
A207,18/01/2015,FALSE,M33
A207,18/01/2015,FALSE,M64
A208,18/01/2015,FALSE,M29
A208,18/01/2015,FALSE,M31
A209,18/01/2015,FALSE,M11
A209,18/01/2015,FALSE,M51
A209,18/01/2015,FALSE,M10
A210,18/01/2015,FALSE,M12
A210,18/01/2015,FALSE,M84
A211,18/01/2015,FALSE,M30
A211,18/01/2015,FALSE,M50
A211,18/01/2015,FALSE,M88
A212,18/01/2015,FALSE,M13
A212,18/01/2015,FALSE,M48
A213,18/01/2015,FALSE,M60
A213,18/01/2015,FALSE,M71
A213,18/01/2015,FALSE,M77
A213,18/01/2015,FALSE,M4
A213,18/01/2015,FALSE,M24
A214,18/01/2015,FALSE,M95
A214,18/01/2015,FALSE,M91
A214,18/01/2015,FALSE,M86
A215,18/01/2015,TRUE,M32
A215,18/01/2015,FALSE,M80
A216,18/01/2015,FALSE,M54
A216,18/01/2015,FALSE,M0
A217,18/01/2015,FALSE,M58
A217,18/01/2015,FALSE,M59
A218,18/01/2015,FALSE,M47
A218,18/01/2015,FALSE,M9
A219,18/01/2015,FALSE,M49
A219,18/01/2015,FALSE,M39
A219,18/01/2015,FALSE,M98
A219,18/01/2015,FALSE,M18
A220,18/01/2015,FALSE,M19
A220,18/01/2015,FALSE,M40
A221,18/01/2015,FALSE,M73
A221,18/01/2015,FALSE,M35
A221,18/01/2015,FALSE,M28
A222,18/01/2015,FALSE,M30
A222,18/01/2015,FALSE,M23
A222,18/01/2015,FALSE,M36
A223,18/01/2015,FALSE,M91
A223,18/01/2015,FALSE,M54
A223,18/01/2015,FALSE,M66
A223,18/01/2015,FALSE,M79
A223,18/01/2015,FALSE,M16
A223,18/01/2015,FALSE,M75
A223,18/01/2015,FALSE,M65
A224,18/01/2015,FALSE,M76
A225,18/01/2015,FALSE,M86
A225,18/01/2015,FALSE,M21
A225,18/01/2015,FALSE,M25
A226,18/01/2015,FALSE,M19
A226,18/01/2015,FALSE,M40
A226,18/01/2015,FALSE,M28
A226,18/01/2015,FALSE,M63
A226,18/01/2015,FALSE,M2
A226,18/01/2015,FALSE,M41
A227,18/01/2015,FALSE,M73
A228,18/01/2015,FALSE,M94
A228,18/01/2015,FALSE,M7
A228,18/01/2015,FALSE,M7
A228,18/01/2015,FALSE,M48
A228,18/01/2015,FALSE,M73
A228,18/01/2015,FALSE,M23
A228,18/01/2015,FALSE,M82
A228,18/01/2015,FALSE,M76
A228,18/01/2015,FALSE,M69
A229,18/01/2015,FALSE,M80
A229,18/01/2015,FALSE,M46
A229,18/01/2015,FALSE,M28
A229,18/01/2015,FALSE,M8
A230,18/01/2015,FALSE,M86
A230,18/01/2015,FALSE,M5
A230,18/01/2015,FALSE,M43
A231,18/01/2015,FALSE,M38
A231,18/01/2015,FALSE,M52
A231,18/01/2015,FALSE,M89
A232,18/01/2015,FALSE,M67
A232,18/01/2015,FALSE,M95
A232,18/01/2015,FALSE,M37
A232,18/01/2015,FALSE,M97
A232,18/01/2015,FALSE,M73
A233,18/01/2015,FALSE,M9
A234,18/01/2015,FALSE,M81
A234,18/01/2015,FALSE,M43
A234,18/01/2015,FALSE,M59
A234,18/01/2015,FALSE,M31
A234,18/01/2015,FALSE,M44
A234,18/01/2015,FALSE,M27
A234,18/01/2015,FALSE,M21
A235,18/01/2015,FALSE,M28
A236,18/01/2015,FALSE,M34
A236,18/01/2015,FALSE,M38
A237,18/01/2015,FALSE,M90
A237,18/01/2015,FALSE,M27
A239,18/01/2015,FALSE,M70
A239,18/01/2015,FALSE,M4
A239,18/01/2015,FALSE,M61
A240,18/01/2015,FALSE,M56
A240,18/01/2015,FALSE,M63
A242,18/01/2015,FALSE,M21
A242,18/01/2015,FALSE,M57
A242,18/01/2015,FALSE,M84
A243,18/01/2015,FALSE,M24
A244,18/01/2015,FALSE,M55
A244,18/01/2015,FALSE,M47
A244,18/01/2015,FALSE,M10
A245,18/01/2015,FALSE,M60
A245,18/01/2015,FALSE,M88
A245,18/01/2015,FALSE,M91
A245,18/01/2015,FALSE,M13
A245,18/01/2015,FALSE,M23
A246,18/01/2015,FALSE,M52
A246,18/01/2015,FALSE,M56
A247,18/01/2015,FALSE,M63
A248,18/01/2015,FALSE,M34
A248,18/01/2015,FALSE,M41
A248,18/01/2015,FALSE,M64
A248,18/01/2015,FALSE,M25
A249,18/01/2015,FALSE,M99
A250,18/01/2015,FALSE,M67
A250,18/01/2015,FALSE,M10
A250,18/01/2015,FALSE,M53
A250,18/01/2015,FALSE,M44
A251,18/01/2015,FALSE,M68
A252,18/01/2015,FALSE,M31
A252,18/01/2015,FALSE,M60
A253,18/01/2015,FALSE,M74
A253,18/01/2015,FALSE,M98
A253,18/01/2015,FALSE,M52
A254,18/01/2015,FALSE,M28
A254,18/01/2015,FALSE,M51
A255,18/01/2015,FALSE,M61
A256,18/01/2015,FALSE,M74
A256,18/01/2015,FALSE,M55
A256,18/01/2015,FALSE,M22
A257,18/01/2015,FALSE,M6
A257,18/01/2015,FALSE,M96
A257,18/01/2015,FALSE,M12
A258,18/01/2015,FALSE,M64
A258,18/01/2015,FALSE,M44
A258,18/01/2015,FALSE,M78
A258,18/01/2015,FALSE,M29
A258,18/01/2015,FALSE,M46
A260,18/01/2015,FALSE,M30
A260,18/01/2015,FALSE,M62
A260,18/01/2015,FALSE,M53
A260,18/01/2015,FALSE,M2
A260,18/01/2015,FALSE,M75
A262,18/01/2015,FALSE,M29
A262,18/01/2015,FALSE,M51
A262,18/01/2015,FALSE,M47
A262,18/01/2015,FALSE,M27
A263,18/01/2015,FALSE,M38
A263,18/01/2015,FALSE,M0
A264,18/01/2015,FALSE,M14
A264,18/01/2015,FALSE,M34
A264,18/01/2015,FALSE,M14
A265,18/01/2015,FALSE,M34
A265,18/01/2015,FALSE,M78
A265,18/01/2015,FALSE,M5
A266,18/01/2015,FALSE,M62
A266,18/01/2015,FALSE,M19
A266,18/01/2015,FALSE,M44
A266,18/01/2015,FALSE,M12
A267,18/01/2015,FALSE,M54
A267,18/01/2015,FALSE,M62
A267,18/01/2015,FALSE,M75
A267,18/01/2015,FALSE,M73
A267,18/01/2015,FALSE,M54
A267,18/01/2015,FALSE,M53
A268,18/01/2015,FALSE,M58
A268,18/01/2015,FALSE,M37
A268,18/01/2015,FALSE,M29
A269,18/01/2015,FALSE,M60
A269,18/01/2015,FALSE,M46
A269,18/01/2015,FALSE,M7
A270,18/01/2015,FALSE,M25
A271,18/01/2015,FALSE,M98
A271,18/01/2015,FALSE,M52
A271,18/01/2015,FALSE,M55
A271,18/01/2015,FALSE,M46
A271,18/01/2015,FALSE,M72
A271,18/01/2015,FALSE,M8
A271,18/01/2015,FALSE,M94
A272,18/01/2015,FALSE,M6
A272,18/01/2015,FALSE,M40
A274,18/01/2015,FALSE,M57
A275,18/01/2015,FALSE,M41
A275,18/01/2015,FALSE,M47
A276,18/01/2015,FALSE,M13
A277,18/01/2015,FALSE,M60
A277,18/01/2015,FALSE,M50
A277,18/01/2015,FALSE,M65
A277,18/01/2015,FALSE,M49
A277,18/01/2015,FALSE,M58
A278,18/01/2015,FALSE,M58
A278,18/01/2015,FALSE,M79
A278,18/01/2015,FALSE,M71
A279,18/01/2015,FALSE,M5
A279,18/01/2015,FALSE,M56
A279,18/01/2015,FALSE,M2
A279,18/01/2015,FALSE,M80
A279,18/01/2015,FALSE,M96
A280,18/01/2015,FALSE,M88
A280,18/01/2015,FALSE,M47
A280,18/01/2015,FALSE,M8
A280,18/01/2015,FALSE,M99
A281,18/01/2015,FALSE,M38
A281,18/01/2015,FALSE,M7
A281,18/01/2015,FALSE,M0
A282,18/01/2015,FALSE,M56
A282,18/01/2015,FALSE,M27
A282,18/01/2015,FALSE,M51
A282,18/01/2015,FALSE,M22
A282,18/01/2015,FALSE,M89
A283,18/01/2015,FALSE,M24
A283,18/01/2015,FALSE,M47
A283,18/01/2015,FALSE,M2
A284,18/01/2015,FALSE,M68
A284,18/01/2015,FALSE,M43
A284,18/01/2015,FALSE,M76
A284,18/01/2015,FALSE,M86
A284,18/01/2015,FALSE,M5
A284,18/01/2015,FALSE,M58
A284,18/01/2015,FALSE,M95
A284,18/01/2015,FALSE,M83
A284,18/01/2015,FALSE,M6
A285,18/01/2015,FALSE,M79
A285,18/01/2015,FALSE,M4
A285,18/01/2015,FALSE,M48
A286,18/01/2015,FALSE,M67
A287,18/01/2015,FALSE,M37
A287,18/01/2015,FALSE,M4
A287,18/01/2015,FALSE,M13
A287,18/01/2015,FALSE,M34
A288,18/01/2015,FALSE,M10
A288,18/01/2015,FALSE,M15
A288,18/01/2015,FALSE,M22
A289,18/01/2015,FALSE,M41
A290,18/01/2015,FALSE,M92
A290,18/01/2015,FALSE,M8
A291,18/01/2015,TRUE,M24
A291,18/01/2015,FALSE,M63
A291,18/01/2015,FALSE,M6
A291,18/01/2015,FALSE,M76
A292,18/01/2015,FALSE,M55
A292,18/01/2015,FALSE,M98
A293,18/01/2015,FALSE,M43
A293,18/01/2015,FALSE,M66
A294,18/01/2015,FALSE,M26
A295,18/01/2015,FALSE,M28
A296,18/01/2015,FALSE,M44
A296,18/01/2015,FALSE,M80
A297,18/01/2015,FALSE,M59
A297,18/01/2015,FALSE,M17
A298,18/01/2015,FALSE,M85
A298,18/01/2015,FALSE,M0
A298,18/01/2015,FALSE,M11
A299,18/01/2015,FALSE,M1
A299,18/01/2015,FALSE,M25
A299,18/01/2015,FALSE,M10
A300,18/01/2015,FALSE,M51
A300,18/01/2015,FALSE,M90
A300,18/01/2015,FALSE,M39
A301,18/01/2015,FALSE,M9
A301,18/01/2015,FALSE,M36
A301,18/01/2015,FALSE,M66
A302,18/01/2015,FALSE,M35
A302,18/01/2015,FALSE,M77
A302,18/01/2015,FALSE,M48
A302,18/01/2015,FALSE,M83
A302,18/01/2015,FALSE,M68
A302,18/01/2015,FALSE,M45
A302,18/01/2015,FALSE,M61
A302,18/01/2015,FALSE,M38
A303,18/01/2015,FALSE,M84
A303,18/01/2015,FALSE,M38
A303,18/01/2015,FALSE,M88
A303,18/01/2015,FALSE,M28
A303,18/01/2015,FALSE,M20
A304,18/01/2015,FALSE,M75
A305,18/01/2015,FALSE,M7
A305,18/01/2015,FALSE,M2
A305,18/01/2015,FALSE,M0
A305,18/01/2015,FALSE,M11
A305,18/01/2015,FALSE,M52
A305,18/01/2015,FALSE,M53
A305,18/01/2015,FALSE,M68
A305,18/01/2015,FALSE,M32
A306,18/01/2015,FALSE,M64
A306,18/01/2015,FALSE,M59
A306,18/01/2015,FALSE,M70
A306,18/01/2015,FALSE,M86
A306,18/01/2015,FALSE,M79
A307,18/01/2015,FALSE,M87
A307,18/01/2015,FALSE,M38
A307,18/01/2015,FALSE,M33
A308,18/01/2015,FALSE,M33
A308,18/01/2015,FALSE,M25
A308,18/01/2015,FALSE,M23
A309,18/01/2015,FALSE,M37
A309,18/01/2015,FALSE,M37
A310,18/01/2015,FALSE,M49
A310,18/01/2015,FALSE,M8
A310,18/01/2015,FALSE,M32
A311,18/01/2015,FALSE,M73
A311,18/01/2015,FALSE,M58
A312,18/01/2015,FALSE,M41
A312,18/01/2015,FALSE,M92
A313,18/01/2015,FALSE,M92
A313,18/01/2015,FALSE,M21
A313,18/01/2015,FALSE,M48
A314,18/01/2015,FALSE,M62
A314,18/01/2015,FALSE,M61
A314,18/01/2015,FALSE,M91
A315,18/01/2015,FALSE,M14
A315,18/01/2015,FALSE,M44
A315,18/01/2015,FALSE,M20
A315,18/01/2015,FALSE,M11
A315,18/01/2015,FALSE,M61
A316,18/01/2015,TRUE,M88
A316,18/01/2015,FALSE,M49
A316,18/01/2015,FALSE,M58
A317,18/01/2015,FALSE,M80
A319,18/01/2015,FALSE,M38
A319,18/01/2015,FALSE,M50
A319,18/01/2015,FALSE,M90
A319,18/01/2015,FALSE,M11
A320,18/01/2015,FALSE,M80
A320,18/01/2015,FALSE,M35
A320,18/01/2015,FALSE,M29
A320,18/01/2015,FALSE,M21
A322,18/01/2015,FALSE,M82
A322,18/01/2015,FALSE,M85
A322,18/01/2015,FALSE,M93
A322,18/01/2015,FALSE,M85
A323,18/01/2015,FALSE,M62
A323,18/01/2015,FALSE,M97
A323,18/01/2015,FALSE,M67
A324,18/01/2015,FALSE,M42
A325,18/01/2015,FALSE,M66
A326,18/01/2015,FALSE,M86
A327,18/01/2015,FALSE,M34
A327,18/01/2015,FALSE,M57
A327,18/01/2015,FALSE,M60
A328,18/01/2015,FALSE,M82
A328,18/01/2015,FALSE,M21
A328,18/01/2015,FALSE,M95
A328,18/01/2015,FALSE,M61
A329,18/01/2015,FALSE,M53
A329,18/01/2015,FALSE,M18
A330,18/01/2015,FALSE,M50
A330,18/01/2015,FALSE,M8
A330,18/01/2015,FALSE,M25
A330,18/01/2015,FALSE,M68
A331,18/01/2015,FALSE,M14
A331,18/01/2015,FALSE,M2
A331,18/01/2015,FALSE,M98
A331,18/01/2015,FALSE,M31
A331,18/01/2015,FALSE,M73
A331,18/01/2015,FALSE,M63
A331,18/01/2015,FALSE,M30
A331,18/01/2015,FALSE,M10
A332,18/01/2015,FALSE,M95
A332,18/01/2015,FALSE,M69
A332,18/01/2015,FALSE,M44
A332,18/01/2015,FALSE,M11
A332,18/01/2015,FALSE,M84
A332,18/01/2015,FALSE,M0
A332,18/01/2015,FALSE,M35
A333,18/01/2015,FALSE,M4
A333,18/01/2015,FALSE,M15
A333,18/01/2015,FALSE,M47
A334,18/01/2015,FALSE,M94
A334,18/01/2015,FALSE,M55
A334,18/01/2015,FALSE,M47
A334,18/01/2015,FALSE,M72
A334,18/01/2015,FALSE,M78
A335,18/01/2015,FALSE,M40
A335,18/01/2015,FALSE,M51
A335,18/01/2015,FALSE,M63
A336,18/01/2015,FALSE,M26
A337,18/01/2015,FALSE,M74
A337,18/01/2015,FALSE,M86
A337,18/01/2015,FALSE,M58
A337,18/01/2015,FALSE,M63
A337,18/01/2015,FALSE,M99
A338,18/01/2015,FALSE,M61
A338,18/01/2015,FALSE,M53
A339,18/01/2015,FALSE,M1
A339,18/01/2015,FALSE,M41
A339,18/01/2015,FALSE,M32
A340,18/01/2015,FALSE,M79
A340,18/01/2015,FALSE,M50
A341,18/01/2015,FALSE,M10
A342,18/01/2015,FALSE,M86
A342,18/01/2015,FALSE,M38
A342,18/01/2015,FALSE,M65
A342,18/01/2015,FALSE,M86
A343,18/01/2015,TRUE,M69
A343,18/01/2015,FALSE,M5
A344,18/01/2015,FALSE,M11
A344,18/01/2015,FALSE,M80
A344,18/01/2015,FALSE,M33
A344,18/01/2015,FALSE,M46
A344,18/01/2015,FALSE,M72
A345,18/01/2015,FALSE,M61
A346,18/01/2015,FALSE,M1
A346,18/01/2015,FALSE,M7
A346,18/01/2015,FALSE,M0
A346,18/01/2015,FALSE,M8
A347,18/01/2015,FALSE,M99
A347,18/01/2015,FALSE,M37
A348,18/01/2015,FALSE,M75
A348,18/01/2015,FALSE,M5
A349,18/01/2015,FALSE,M7
A349,18/01/2015,FALSE,M12
A349,18/01/2015,FALSE,M21
A350,18/01/2015,FALSE,M36
A350,18/01/2015,FALSE,M82
A351,18/01/2015,FALSE,M21
A351,18/01/2015,FALSE,M98
A351,18/01/2015,FALSE,M74
A351,18/01/2015,FALSE,M36
A352,18/01/2015,FALSE,M87
A352,18/01/2015,FALSE,M37
A352,18/01/2015,FALSE,M85
A352,18/01/2015,FALSE,M33
A353,18/01/2015,FALSE,M74
A353,18/01/2015,FALSE,M82
A353,18/01/2015,FALSE,M22
A353,18/01/2015,FALSE,M12
A353,18/01/2015,FALSE,M83
A353,18/01/2015,FALSE,M13
A354,18/01/2015,FALSE,M90
A354,18/01/2015,FALSE,M55
A354,18/01/2015,FALSE,M48
A354,18/01/2015,FALSE,M37
A354,18/01/2015,FALSE,M96
A355,18/01/2015,FALSE,M75
A355,18/01/2015,FALSE,M81
A355,18/01/2015,FALSE,M11
A355,18/01/2015,FALSE,M21
A355,18/01/2015,FALSE,M11
A355,18/01/2015,FALSE,M48
A356,18/01/2015,FALSE,M57
A357,18/01/2015,FALSE,M97
A357,18/01/2015,FALSE,M29
A358,18/01/2015,FALSE,M34
A358,18/01/2015,FALSE,M31
A359,18/01/2015,FALSE,M17
A359,18/01/2015,FALSE,M47
A359,18/01/2015,FALSE,M49
A359,18/01/2015,TRUE,M8
A360,18/01/2015,FALSE,M15
A360,18/01/2015,FALSE,M14
A360,18/01/2015,FALSE,M97
A360,18/01/2015,FALSE,M4
A360,18/01/2015,FALSE,M31
A361,18/01/2015,FALSE,M18
A361,18/01/2015,FALSE,M85
A361,18/01/2015,FALSE,M97
A362,18/01/2015,FALSE,M78
A362,18/01/2015,FALSE,M32
A362,18/01/2015,FALSE,M91
A362,18/01/2015,FALSE,M25
A363,18/01/2015,FALSE,M4
A363,18/01/2015,FALSE,M14
A363,18/01/2015,FALSE,M18
A363,18/01/2015,FALSE,M2
A363,18/01/2015,FALSE,M93
A364,18/01/2015,FALSE,M69
A365,18/01/2015,FALSE,M80
A365,18/01/2015,FALSE,M96
A365,18/01/2015,FALSE,M79
A366,18/01/2015,FALSE,M32
A367,18/01/2015,FALSE,M35
A367,18/01/2015,FALSE,M12
A367,18/01/2015,FALSE,M57
A367,18/01/2015,FALSE,M38
A367,18/01/2015,FALSE,M80
A368,18/01/2015,FALSE,M7
A368,18/01/2015,FALSE,M2
A368,18/01/2015,FALSE,M13
A369,18/01/2015,FALSE,M80
A369,18/01/2015,FALSE,M49
A369,18/01/2015,FALSE,M60
A370,18/01/2015,FALSE,M50
A370,18/01/2015,FALSE,M19
A370,18/01/2015,FALSE,M17
A371,18/01/2015,FALSE,M72
A372,18/01/2015,FALSE,M97
A372,18/01/2015,FALSE,M17
A374,18/01/2015,FALSE,M8
A375,18/01/2015,FALSE,M3
A375,18/01/2015,FALSE,M89
A376,18/01/2015,FALSE,M15
A377,18/01/2015,FALSE,M68
A377,18/01/2015,FALSE,M53
A378,18/01/2015,FALSE,M67
A378,18/01/2015,FALSE,M30
A378,18/01/2015,FALSE,M81
A379,18/01/2015,FALSE,M86
A379,18/01/2015,FALSE,M90
A379,18/01/2015,FALSE,M60
A379,18/01/2015,FALSE,M23
A380,18/01/2015,FALSE,M74
A380,18/01/2015,FALSE,M55
A380,18/01/2015,FALSE,M91
A380,18/01/2015,FALSE,M14
A380,18/01/2015,FALSE,M82
A381,18/01/2015,FALSE,M21
A381,18/01/2015,FALSE,M85
A381,18/01/2015,FALSE,M45
A382,18/01/2015,FALSE,M43
A382,18/01/2015,FALSE,M77
A383,18/01/2015,FALSE,M56
A383,18/01/2015,FALSE,M24
A383,18/01/2015,FALSE,M27
A383,18/01/2015,FALSE,M31
A384,18/01/2015,FALSE,M98
A385,18/01/2015,FALSE,M97
A385,18/01/2015,FALSE,M15
A385,18/01/2015,FALSE,M51
A385,18/01/2015,FALSE,M50
A385,18/01/2015,FALSE,M20
A386,18/01/2015,FALSE,M30
A386,18/01/2015,FALSE,M58
A386,18/01/2015,FALSE,M83
A387,18/01/2015,FALSE,M57
A387,18/01/2015,FALSE,M75
A387,18/01/2015,FALSE,M76
A387,18/01/2015,FALSE,M11
A388,18/01/2015,FALSE,M25
A388,18/01/2015,FALSE,M32
A388,18/01/2015,FALSE,M53
A389,18/01/2015,FALSE,M39
A389,18/01/2015,FALSE,M28
A389,18/01/2015,FALSE,M71
A390,18/01/2015,FALSE,M14
A390,18/01/2015,FALSE,M96
A390,18/01/2015,FALSE,M47
A390,18/01/2015,FALSE,M93
A390,18/01/2015,FALSE,M98
A391,18/01/2015,FALSE,M42
A391,18/01/2015,FALSE,M44
A391,18/01/2015,FALSE,M84
A391,18/01/2015,FALSE,M29
A392,18/01/2015,FALSE,M28
A392,18/01/2015,FALSE,M21
A392,18/01/2015,FALSE,M53
A392,18/01/2015,FALSE,M97
A392,18/01/2015,FALSE,M56
A393,18/01/2015,FALSE,M56
A393,18/01/2015,FALSE,M69
A393,18/01/2015,FALSE,M68
A393,18/01/2015,FALSE,M17
A394,18/01/2015,FALSE,M83
A394,18/01/2015,FALSE,M90
A394,18/01/2015,FALSE,M97
A394,18/01/2015,FALSE,M59
A395,18/01/2015,FALSE,M30
A395,18/01/2015,FALSE,M26
A396,18/01/2015,FALSE,M39
A396,18/01/2015,FALSE,M78
A396,18/01/2015,FALSE,M58
A396,18/01/2015,FALSE,M54
A398,18/01/2015,FALSE,M54
A399,18/01/2015,FALSE,M77
A400,18/01/2015,FALSE,M2
A401,18/01/2015,FALSE,M74
A401,18/01/2015,FALSE,M91
A402,18/01/2015,FALSE,M70
A402,18/01/2015,FALSE,M10
A403,18/01/2015,FALSE,M66
A403,18/01/2015,FALSE,M99
A403,18/01/2015,FALSE,M47
A403,18/01/2015,FALSE,M35
A404,18/01/2015,FALSE,M92
A405,18/01/2015,FALSE,M47
A405,18/01/2015,FALSE,M83
A405,18/01/2015,FALSE,M76
A406,18/01/2015,FALSE,M24
A406,18/01/2015,FALSE,M72
A406,18/01/2015,FALSE,M76
A406,18/01/2015,FALSE,M49
A406,18/01/2015,FALSE,M39
A407,18/01/2015,FALSE,M59
A407,18/01/2015,FALSE,M95
A408,18/01/2015,FALSE,M87
A410,18/01/2015,FALSE,M97
A410,18/01/2015,FALSE,M56
A411,18/01/2015,FALSE,M99
A411,18/01/2015,FALSE,M59
A411,18/01/2015,FALSE,M28
A411,18/01/2015,FALSE,M27
A411,18/01/2015,FALSE,M5
A411,18/01/2015,FALSE,M4
A411,18/01/2015,FALSE,M90
A411,18/01/2015,FALSE,M83
A414,18/01/2015,FALSE,M17
A414,18/01/2015,FALSE,M6
A414,18/01/2015,FALSE,M38
A414,18/01/2015,FALSE,M23
A414,18/01/2015,TRUE,M28
A414,18/01/2015,FALSE,M53
A415,18/01/2015,FALSE,M44
A415,18/01/2015,FALSE,M92
A415,18/01/2015,FALSE,M1
A416,18/01/2015,FALSE,M92
A417,18/01/2015,FALSE,M66
A417,18/01/2015,FALSE,M74
A417,18/01/2015,FALSE,M17
A417,18/01/2015,FALSE,M51
A419,18/01/2015,FALSE,M34
A419,18/01/2015,FALSE,M91
A420,18/01/2015,FALSE,M37
A420,18/01/2015,FALSE,M53
A421,18/01/2015,FALSE,M86
A422,18/01/2015,FALSE,M15
A422,18/01/2015,FALSE,M21
A422,18/01/2015,FALSE,M88
A422,18/01/2015,FALSE,M99
A422,18/01/2015,FALSE,M70
A422,18/01/2015,FALSE,M56
A423,18/01/2015,FALSE,M25
A423,18/01/2015,TRUE,M94
A424,18/01/2015,FALSE,M62
A425,18/01/2015,FALSE,M67
A425,18/01/2015,FALSE,M0
A425,18/01/2015,FALSE,M6
A426,18/01/2015,FALSE,M83
A427,18/01/2015,FALSE,M23
A427,18/01/2015,FALSE,M10
A427,18/01/2015,FALSE,M37
A428,18/01/2015,FALSE,M70
A429,18/01/2015,FALSE,M99
A429,18/01/2015,FALSE,M76
A429,18/01/2015,FALSE,M9
A429,18/01/2015,FALSE,M62
A429,18/01/2015,FALSE,M65
A429,18/01/2015,FALSE,M93
A429,18/01/2015,FALSE,M31
A430,18/01/2015,FALSE,M91
A430,18/01/2015,FALSE,M49
A430,18/01/2015,FALSE,M91
A430,18/01/2015,FALSE,M83
A430,18/01/2015,FALSE,M29
A432,18/01/2015,FALSE,M67
A432,18/01/2015,FALSE,M18
A433,18/01/2015,FALSE,M33
A433,18/01/2015,FALSE,M14
A433,18/01/2015,FALSE,M27
A433,18/01/2015,FALSE,M45
A434,18/01/2015,FALSE,M71
A434,18/01/2015,FALSE,M20
A434,18/01/2015,FALSE,M17
A434,18/01/2015,FALSE,M9
A435,18/01/2015,FALSE,M85
A435,18/01/2015,FALSE,M45
A436,18/01/2015,FALSE,M63
A436,18/01/2015,FALSE,M20
A436,18/01/2015,FALSE,M56
A436,18/01/2015,FALSE,M33
A436,18/01/2015,FALSE,M15
A436,18/01/2015,FALSE,M85
A437,18/01/2015,FALSE,M49
A437,18/01/2015,FALSE,M54
A437,18/01/2015,FALSE,M26
A438,18/01/2015,FALSE,M5
A438,18/01/2015,FALSE,M95
A438,18/01/2015,FALSE,M87
A439,18/01/2015,FALSE,M51
A439,18/01/2015,FALSE,M6
A440,18/01/2015,FALSE,M93
A440,18/01/2015,FALSE,M84
A440,18/01/2015,FALSE,M92
A440,18/01/2015,FALSE,M90
A440,18/01/2015,FALSE,M56
A441,18/01/2015,FALSE,M18
A441,18/01/2015,FALSE,M89
A441,18/01/2015,FALSE,M32
A442,18/01/2015,FALSE,M41
A443,18/01/2015,FALSE,M49
A443,18/01/2015,FALSE,M30
A444,18/01/2015,FALSE,M59
A444,18/01/2015,FALSE,M88
A444,18/01/2015,FALSE,M87
A445,18/01/2015,FALSE,M9
A445,18/01/2015,FALSE,M8
A445,18/01/2015,FALSE,M78
A446,18/01/2015,FALSE,M68
A446,18/01/2015,FALSE,M56
A446,18/01/2015,FALSE,M32
A446,18/01/2015,FALSE,M51
A447,18/01/2015,FALSE,M0
A447,18/01/2015,FALSE,M70
A447,18/01/2015,FALSE,M73
A447,18/01/2015,FALSE,M92
A448,18/01/2015,FALSE,M10
A448,18/01/2015,FALSE,M16
A448,18/01/2015,FALSE,M25
A448,18/01/2015,FALSE,M25
A448,18/01/2015,FALSE,M21
A448,18/01/2015,FALSE,M56
A449,18/01/2015,FALSE,M59
A449,18/01/2015,FALSE,M27
A450,18/01/2015,FALSE,M9
A450,18/01/2015,FALSE,M57
A450,18/01/2015,FALSE,M59
A451,18/01/2015,FALSE,M37
A452,18/01/2015,FALSE,M87
A452,18/01/2015,FALSE,M70
A452,18/01/2015,FALSE,M24
A452,18/01/2015,FALSE,M59
A453,18/01/2015,FALSE,M93
A453,18/01/2015,FALSE,M36
A453,18/01/2015,FALSE,M57
A453,18/01/2015,FALSE,M53
A453,18/01/2015,FALSE,M17
A454,18/01/2015,FALSE,M76
A454,18/01/2015,FALSE,M24
A454,18/01/2015,FALSE,M94
A455,18/01/2015,FALSE,M97
A455,18/01/2015,FALSE,M14
A455,18/01/2015,FALSE,M49
A456,18/01/2015,FALSE,M71
A456,18/01/2015,FALSE,M75
A456,18/01/2015,FALSE,M32
A456,18/01/2015,FALSE,M12
A457,18/01/2015,FALSE,M51
A457,18/01/2015,FALSE,M91
A457,18/01/2015,FALSE,M24
A457,18/01/2015,FALSE,M28
